,target,taxID
539,AF-A0AAR5QG10-F1-model_v6,77166
540,AF-A0A077ZB03-F1-model_v6,36087
541,AF-A0A0M3J501-F1-model_v6,6269
542,AF-A0A818XBF7-F1-model_v6,433720
543,AF-A0A158QRC0-F1-model_v6,6290
544,AF-A0A7S3YVE3-F1-model_v6,91324
545,AF-A0A151P375-F1-model_v6,8496
546,AF-N6SRF8-F1-model_v6,77166
547,AF-A0A8K0NYF1-F1-model_v6,123851
548,AF-A0A7I8V5E3-F1-model_v6,2664684
549,AF-H2YLN4-F1-model_v6,51511
550,AF-A0A7S1LF86-F1-model_v6,312471
551,AF-A0A8S4DI04-F1-model_v6,51655
552,AF-A0A9P3N0G7-F1-model_v6,2790670
553,AF-A0A7R8ZE57-F1-model_v6,61478
554,AF-S8E9K8-F1-model_v6,192259
555,AF-A0A091QG68-F1-model_v6,57421
556,AF-A0A9Q1DAC4-F1-model_v6,82655
557,AF-A0A0J7N2Y3-F1-model_v6,67767
558,AF-A0A4W5L8E6-F1-model_v6,62062
559,AF-A0A8C5T3N5-F1-model_v6,2593467
560,AF-A0A6F9BY74-F1-model_v6,861788
561,AF-A0A6A7FSW2-F1-model_v6,1518452
562,AF-A0A2Y9GZJ7-F1-model_v6,29088
563,AF-A0A3B4BM33-F1-model_v6,409849
564,AF-A0A7F8RLG2-F1-model_v6,9713
565,AF-A0A0M3KAN0-F1-model_v6,6269
566,AF-A0A0A1U3K3-F1-model_v6,370355
567,AF-A0A7R9GZC7-F1-model_v6,170557
568,AF-A0A2K6L5A3-F1-model_v6,61621
569,AF-A0A819ZWP4-F1-model_v6,433720
570,AF-U4UL03-F1-model_v6,77166
571,AF-A0AAD3NN43-F1-model_v6,270547
572,AF-A0A7S1NMK7-F1-model_v6,73025
573,AF-A0A7J7JRQ0-F1-model_v6,10212
574,AF-A0A3B5M9M3-F1-model_v6,32473
575,AF-A0AAV2AQ35-F1-model_v6,280406
576,AF-A0A1I8B460-F1-model_v6,6305
577,AF-A0A6G1QMZ4-F1-model_v6,215402
578,AF-A0A8D8RSR5-F1-model_v6,428564
579,AF-A0A2G9S9H0-F1-model_v6,8400
580,AF-A0A3M7SW70-F1-model_v6,10195
581,AF-A0A913WTW8-F1-model_v6,2652724
582,AF-A0A8B6XM53-F1-model_v6,6087
583,AF-A0A1S3QV87-F1-model_v6,8030
584,AF-A0A3B5MWP0-F1-model_v6,32473
585,AF-A0A0A9WQR3-F1-model_v6,30085
586,AF-A0A8S3YZ24-F1-model_v6,100452
587,AF-A0A6H5HQ23-F1-model_v6,355587
588,AF-A0AAW0PHZ7-F1-model_v6,88201
589,AF-A0A914WB89-F1-model_v6,2011161
590,AF-A0A8B9S359-F1-model_v6,8824
591,AF-A0AA88LES4-F1-model_v6,6661
592,AF-A0A6V2RNV9-F1-model_v6,2903
593,AF-A0A6B0SBU8-F1-model_v6,72004
594,AF-A0A9L0IGU7-F1-model_v6,9793
595,AF-A0A3Q2YRV2-F1-model_v6,109280
596,AF-A0AAV2LVL5-F1-model_v6,637954
597,AF-A0AAW0NQ38-F1-model_v6,88201
598,AF-A0A0C2G3H6-F1-model_v6,51022
599,AF-A0A668U3Y2-F1-model_v6,47969
600,AF-A0A7S4UEG2-F1-model_v6,55529
601,AF-A0A3B3S2L7-F1-model_v6,1676925
602,AF-A0A3Q1EIG3-F1-model_v6,80966
603,MGYP001059347393,1580589
604,AF-A0A3B3CX11-F1-model_v6,30732
605,AF-A0ABD1CJG4-F1-model_v6,38569
606,AF-A0A4U5LX43-F1-model_v6,34508
607,AF-A0A0N4U6X7-F1-model_v6,318479
608,AF-A0A060X1F1-F1-model_v6,8022
609,AF-A0AB34GG41-F1-model_v6,9764
610,AF-A0A8D9F216-F1-model_v6,428564
611,AF-A0A7S1YB79-F1-model_v6,1486929
612,AF-A0A9D5AW82-F1-model_v6,3888
613,AF-L8I5C6-F1-model_v6,72004
614,AF-A0ABC9HFG2-F1-model_v6,6192
615,AF-A0A0Q5U704-F1-model_v6,7220
616,AF-A0A5E4QNF1-F1-model_v6,189913
617,AF-L8Y928-F1-model_v6,246437
618,AF-Q4S7Z5-F1-model_v6,99883
619,AF-A0A0M3KC92-F1-model_v6,6269
620,AF-A0A9Q9XTT8-F1-model_v6,7962
621,AF-A0A8C9Q8C8-F1-model_v6,99837
622,AF-A0A6G1S433-F1-model_v6,2861861
623,AF-A0A817LRA3-F1-model_v6,2762512
624,AF-A0A915PF84-F1-model_v6,48799
625,AF-A0A835TXX3-F1-model_v6,245042
626,AF-A0A6A5DPM4-F1-model_v6,8168
627,AF-A0A4U5LX63-F1-model_v6,34508
628,AF-A0A1A9VXU8-F1-model_v6,7395
629,AF-A0A8C7ARI8-F1-model_v6,452646
630,AF-A0A8C6UCF1-F1-model_v6,47308
631,AF-A0A5N5SNQ7-F1-model_v6,96803
632,AF-A0A7S3N1S7-F1-model_v6,151035
633,AF-A0A7S1EWR7-F1-model_v6,2966
634,AF-A0A1B6J0B9-F1-model_v6,320908
635,AF-A0A8D8WBM7-F1-model_v6,428564
636,AF-A0A8C9G456-F1-model_v6,9049
637,AF-A0A1B6EJ04-F1-model_v6,1464854
638,AF-A0A914YPY7-F1-model_v6,310955
639,AF-A0A6J2Y580-F1-model_v6,7048
640,AF-A0A822F568-F1-model_v6,2762511
641,AF-A0AAN8LAW1-F1-model_v6,861788
642,AF-A0A2G9R5J2-F1-model_v6,8400
643,AF-A0A8C0HRZ2-F1-model_v6,224669
644,AF-A0A8E0RQW4-F1-model_v6,27845
645,MGYP001084979679,5762
646,AF-A0A8C1V2T1-F1-model_v6,7962
647,AF-A0A8C9S4R7-F1-model_v6,113540
648,AF-A0ABD6EWQ7-F1-model_v6,75299
649,AF-A0AAV6G8Z4-F1-model_v6,278164
650,AF-A0AAD9PAY0-F1-model_v6,27915
651,AF-A0A2I3H504-F1-model_v6,61853
652,AF-A0A3B1KH08-F1-model_v6,7994
653,AF-A0A4P9YBK6-F1-model_v6,988480
654,AF-A0A671FE17-F1-model_v6,59479
655,AF-A0A1Y3AZX3-F1-model_v6,6958
656,AF-A0AAN9AFM6-F1-model_v6,373956
657,AF-A0A2G9P7X7-F1-model_v6,8400
658,AF-A0A9Q9XTV9-F1-model_v6,7962
659,AF-A0A9Q1J915-F1-model_v6,118154
660,AF-A0A1B6H8Z1-F1-model_v6,320908
661,AF-A0A212CB16-F1-model_v6,46360
662,AF-A0A6P8IR92-F1-model_v6,6105
663,AF-A0A182SNB2-F1-model_v6,74869
664,AF-A0A6G1RKJ9-F1-model_v6,2861861
665,AF-A0AAD3NHI1-F1-model_v6,270547
666,AF-A0A8S2TM37-F1-model_v6,1234261
667,AF-G9L1K2-F1-model_v6,9669
668,AF-A0A8C5QND5-F1-model_v6,445787
669,AF-A0A673AB28-F1-model_v6,375764
670,AF-A0AAV4T2Y5-F1-model_v6,172846
671,AF-A0A3P9HVJ2-F1-model_v6,8090
672,AF-A0A8T0DFV0-F1-model_v6,34504
673,AF-A0A6P8KEP4-F1-model_v6,7226
674,AF-A0A493SW24-F1-model_v6,8840
675,AF-A0A1D6MTE1-F1-model_v6,4577
676,AF-A0A2D4GX56-F1-model_v6,54390
677,AF-A0A9Q9XTU3-F1-model_v6,7962
678,AF-A0A3P7D5Q0-F1-model_v6,70667
679,AF-A0A8B8GK71-F1-model_v6,143950
680,AF-A0A8D3AW86-F1-model_v6,52904
681,AF-E4Z1J3-F1-model_v6,34765
682,AF-C3ZYD6-F1-model_v6,7739
683,AF-A0A340Y7Z5-F1-model_v6,118797
684,AF-A0A5S6Q588-F1-model_v6,70415
685,AF-A0A7S0GZM8-F1-model_v6,38833
686,AF-G3NS76-F1-model_v6,69293
687,AF-A0A4Y2T832-F1-model_v6,182803
688,AF-A0A452S1I9-F1-model_v6,9643
689,AF-A0A8C4Q810-F1-model_v6,7764
690,AF-A0A9P0DL10-F1-model_v6,467358
691,AF-A0A0B7AES0-F1-model_v6,1028688
692,AF-A0A182SZF9-F1-model_v6,74869
693,AF-A0A9N9MID0-F1-model_v6,467358
694,AF-A0A2I0LGP8-F1-model_v6,8932
695,AF-A0A8K0GG67-F1-model_v6,2038154
696,AF-A0A183J8J1-F1-model_v6,241478
697,AF-A0A0M3IZK1-F1-model_v6,6269
698,AF-A0A3P6TBY3-F1-model_v6,6269
699,AF-A0A4Y2N4B1-F1-model_v6,182803
700,AF-A0A0B1TC86-F1-model_v6,61180
701,AF-A0AAF3EXU4-F1-model_v6,2138241
702,AF-A7RMM5-F1-model_v6,45351
703,AF-D8M022-F1-model_v6,12968
704,AF-A0AAE0F8A4-F1-model_v6,36881
705,AF-A0A183HCD1-F1-model_v6,387005
706,AF-A0ABD2HDG7-F1-model_v6,8213
707,AF-A0A183VD39-F1-model_v6,6265
708,AF-A0A8C5MLX6-F1-model_v6,445787
709,AF-A0AAD9NNZ4-F1-model_v6,27915
710,AF-A0A2S2NEI4-F1-model_v6,13262
711,AF-T1JJ10-F1-model_v6,126957
712,AF-A0A0M3K218-F1-model_v6,6269
713,AF-A0A2P6NPF4-F1-model_v6,1890364
714,AF-A0A2M3Z5M4-F1-model_v6,58242
715,AF-A0A1I8IJZ5-F1-model_v6,282301
716,AF-A0AAN8F2L5-F1-model_v6,6319
717,AF-A0A1B8XSU9-F1-model_v6,8364
718,AF-A0A8S3RJQ7-F1-model_v6,6550
719,AF-A0AAY4CM27-F1-model_v6,299321
720,AF-A0A2G9TQB7-F1-model_v6,45464
721,AF-A0A6F9ATH3-F1-model_v6,861768
722,AF-A0A8T3D2L5-F1-model_v6,1534307
723,AF-A0A8D0GQJ7-F1-model_v6,8508
724,AF-A0A1Y3B0P7-F1-model_v6,6958
725,AF-A0A1S3QTI3-F1-model_v6,8032
726,AF-A0A4Z2ELG7-F1-model_v6,230148
727,AF-A0A817ZTM7-F1-model_v6,2762512
728,MGYP002649313278,59818
729,AF-A0A6B2EFU6-F1-model_v6,1109342
730,AF-A0A9Y4NNJ4-F1-model_v6,144197
731,AF-A0A2G9QGA6-F1-model_v6,8400
732,AF-A0A6J2Y2Q0-F1-model_v6,7048
733,AF-A0A3Q0J524-F1-model_v6,121845
734,AF-A0A6I9MRK6-F1-model_v6,8208
735,AF-A0A670I0W2-F1-model_v6,64176
736,AF-A0AAD9CQD2-F1-model_v6,100907
737,AF-A0A6J8CMV1-F1-model_v6,42192
738,AF-A0A6A7GE54-F1-model_v6,1518452
739,AF-A0A0Q9WVM2-F1-model_v6,7244
740,AF-A0A5C6PG30-F1-model_v6,433684
741,AF-A0A0R3VWS1-F1-model_v6,60517
742,AF-A0A7S0V5N2-F1-model_v6,51329
743,AF-A0A672LET4-F1-model_v6,75366
744,AF-A0A8D9BT13-F1-model_v6,428564
745,AF-A0AAR5PH95-F1-model_v6,77166
746,AF-A0A3Q1FWF1-F1-model_v6,80966
747,AF-L8IRV3-F1-model_v6,72004
748,AF-A0A484D665-F1-model_v6,8167
749,AF-A0A811UNW6-F1-model_v6,7213
750,AF-A0A7S1JC18-F1-model_v6,73025
751,MGYP003976619017,30611
752,AF-A0AAN8IK24-F1-model_v6,6319
753,AF-A0AAD7R7M0-F1-model_v6,143900
754,AF-A0AAR5PG41-F1-model_v6,77166
755,AF-A0A6I9Z0X9-F1-model_v6,35019
756,AF-A0A822CMU4-F1-model_v6,2762511
757,AF-A0AAR5PBX4-F1-model_v6,77166
758,AF-A0A8C6X240-F1-model_v6,35670
759,AF-A0A1S3QV79-F1-model_v6,8030
760,AF-A0A8T2NQ65-F1-model_v6,121402
761,AF-A0A5J5CDK9-F1-model_v6,54343
762,MGYP000968413431,9694
763,AF-A0A3B3YH69-F1-model_v6,48701
764,AF-A0A3S1GYC3-F1-model_v6,188477
765,AF-A0A2A2KLA2-F1-model_v6,2018661
766,AF-A0AAV8VC63-F1-model_v6,1586481
767,AF-A0A8S3YZY5-F1-model_v6,100452
768,AF-A0A6P4F8A0-F1-model_v6,1041015
769,AF-A0A6G0YNA4-F1-model_v6,307492
770,AF-A0A3Q4I3S6-F1-model_v6,32507
771,AF-A0A8X8BPN0-F1-model_v6,55291
772,AF-A0A8C6U9M5-F1-model_v6,47308
773,AF-A0A8S3RJ36-F1-model_v6,6550
774,AF-A0A1A6FZK6-F1-model_v6,56216
775,AF-A0A8B7QJD2-F1-model_v6,186990
776,MGYP000871480311,1580589
777,AF-T1KNZ3-F1-model_v6,32264
778,AF-A0AB40DK97-F1-model_v6,1486046
779,AF-A0A974HE65-F1-model_v6,8355
780,AF-A0A8K9Y235-F1-model_v6,8022
781,AF-A0ABC9HHQ9-F1-model_v6,6192
782,AF-A0ABD2QNI8-F1-model_v6,1844966
783,AF-A0A6V7M724-F1-model_v6,1563983
784,AF-A0A3P7JS90-F1-model_v6,40348
785,AF-A0ABD0Y9M1-F1-model_v6,642074
786,AF-A0A212CB84-F1-model_v6,46360
787,AF-A0A4Z2JFU7-F1-model_v6,230148
788,AF-A0A443SKC9-F1-model_v6,299467
789,AF-A0A182SS01-F1-model_v6,74869
790,AF-A0A0B2V010-F1-model_v6,6265
791,AF-A0A8C5GF00-F1-model_v6,441366
792,AF-A0A8C6U0L7-F1-model_v6,47308
793,AF-A0A8J2LZ33-F1-model_v6,2874296
794,AF-A0A914YCQ6-F1-model_v6,310955
795,AF-A0A9R0AQT2-F1-model_v6,7962
796,AF-A0AAV6Z432-F1-model_v6,76066
797,AF-A0AAR5PES9-F1-model_v6,77166
798,AF-A0AA88IAZ9-F1-model_v6,6661
799,AF-V9IK95-F1-model_v6,7461
800,AF-A0A914MI56-F1-model_v6,6306
801,AF-A0A817XFG8-F1-model_v6,2762512
802,AF-A0A9Q1HZ82-F1-model_v6,82655
803,AF-A0A820BCK6-F1-model_v6,2762512
804,MGYP003564757857,241478
805,AF-A0A183HEN9-F1-model_v6,387005
806,AF-A0AAD9BJM7-F1-model_v6,100907
807,AF-A0A0S7EXS0-F1-model_v6,188132
808,AF-A0A7L1ZE62-F1-model_v6,36275
809,AF-A0A0B7AR44-F1-model_v6,1028688
810,AF-A0A0L8GD86-F1-model_v6,37653
811,AF-A0A151LZN4-F1-model_v6,8496
812,AF-H3D0X4-F1-model_v6,99883
813,AF-A0A158QCP7-F1-model_v6,6216
814,AF-A0A8C3XJ48-F1-model_v6,8475
815,AF-A0A7R9DV82-F1-model_v6,170557
816,AF-A0A151P1F8-F1-model_v6,8496
817,AF-A0A1D2MXR2-F1-model_v6,48709
818,AF-A0A7S3NTQ2-F1-model_v6,5936
819,AF-A0A9Q1J7Z8-F1-model_v6,118154
820,AF-A0A3P7LZL4-F1-model_v6,60516
821,AF-A0A2D4GEN0-F1-model_v6,54390
822,AF-A0A7K4M2A1-F1-model_v6,48396
823,AF-A0AAV1Q4S4-F1-model_v6,13677
824,AF-A0A8J4UTM1-F1-model_v6,1594786
825,AF-A0A0N4WCJ1-F1-model_v6,6290
826,AF-A9UTL7-F1-model_v6,81824
827,4pkx-assembly1_A,6239
828,AF-A0A4W4FY12-F1-model_v6,8005
829,AF-V5DJU7-F1-model_v6,1416333
830,AF-A0A060WR02-F1-model_v6,8022
831,AF-A0A7L0N4B7-F1-model_v6,1118560
832,AF-A0A8D8NGZ5-F1-model_v6,7175
833,AF-A0A8T2NTM8-F1-model_v6,121402
834,AF-A0A151MZ28-F1-model_v6,8496
835,AF-A0A1E1VZ39-F1-model_v6,13191
836,MGYP003588615151,59818
837,AF-A0A8S3Z5N8-F1-model_v6,100452
838,AF-A0A3P7JHJ4-F1-model_v6,40348
839,AF-A9UT35-F1-model_v6,81824
840,AF-A0A0S7EMA5-F1-model_v6,188132
841,AF-A5D7M8-F1-model_v6,9913
842,AF-A0A3P7DXQ6-F1-model_v6,6293
843,AF-A0A7K9DJG0-F1-model_v6,243314
844,AF-B7P8T0-F1-model_v6,6945
845,AF-A0A820UGJ7-F1-model_v6,392030
846,AF-A0A1B0CBS2-F1-model_v6,7200
847,4pke-assembly1_A,6239
848,AF-L1JJU6-F1-model_v6,905079
849,AF-A0A6J2Y317-F1-model_v6,7048
850,MGYP003659983324,28612
851,AF-A2Q5Z4-F1-model_v6,3880
852,AF-A0A1B6HUV1-F1-model_v6,320908
853,AF-A0A0M3J5J3-F1-model_v6,6269
854,AF-A0A091QV06-F1-model_v6,57421
855,AF-A0A368GKL3-F1-model_v6,29170
856,AF-G9L1K0-F1-model_v6,9669
857,AF-A0A0K0DK96-F1-model_v6,6313
858,AF-A0A7J8DK34-F1-model_v6,9407
859,AF-A0A060WRK2-F1-model_v6,8022
860,MGYP003571918360,6359
861,AF-A0A6I9PNS9-F1-model_v6,8208
862,AF-A0A091WF12-F1-model_v6,30419
863,AF-A0A852EBI6-F1-model_v6,187451
864,AF-A0A1Y3AKM2-F1-model_v6,6958
865,AF-F6QJE4-F1-model_v6,7719
866,AF-A0A915IGZ2-F1-model_v6,13658
867,AF-A0A0P7W6D9-F1-model_v6,113540
868,AF-H3DBK4-F1-model_v6,99883
869,AF-A0AAN8FDY5-F1-model_v6,6319
870,AF-A0A161M2S1-F1-model_v6,30076
871,AF-A0A1Y3BM33-F1-model_v6,6958
872,AF-A0A1S4EIH6-F1-model_v6,121845
873,AF-A0A091M6A8-F1-model_v6,54380
874,AF-A0A7L0XZD8-F1-model_v6,137541
875,AF-A0A4U5VGN9-F1-model_v6,240159
876,AF-A0A2P4S4L5-F1-model_v6,9083
877,AF-A0A6I9MZX9-F1-model_v6,8208
878,AF-A0A1A8JTR3-F1-model_v6,321403
