,identifier,cluster,size,is_representative,identity
448,AF-A0A6F9ATM2-F1-mo,107,1144,True,100.0
449,AF-A0A6F9ATM2-F1-mo,107,1144,False,100.0
450,AF-A0A8C7MFW4-F1-mo,108,1140,True,100.0
451,AF-A0A8C7MFW4-F1-mo,108,1140,False,100.0
452,AF-A0A819E6A4-F1-mo,109,1133,True,100.0
453,AF-A0A819E6A4-F1-mo,109,1133,False,100.0
454,AF-A0A1I8N034-F1-mo,110,1132,True,100.0
455,AF-A0A1I8N034-F1-mo,110,1132,False,100.0
456,AF-A0A0B7AR40-F1-mo,111,1130,True,100.0
457,AF-A0A0B7AR40-F1-mo,111,1130,False,100.0
458,AF-A0A069DX80-F1-mo,112,1130,True,100.0
459,AF-A0A069DX80-F1-mo,112,1130,False,100.0
460,AF-A0A196SI25-F1-mo,113,1127,True,100.0
461,AF-A0A196SI25-F1-mo,113,1127,False,100.0
462,AF-A0A670I236-F1-mo,114,1124,True,100.0
463,AF-A0A670I236-F1-mo,114,1124,False,100.0
464,AF-A0A3Q1F967-F1-mo,115,1124,True,100.0
465,AF-A0A3Q2NPW1-F1-mo,115,300,False,92.0
466,AF-A0A1A8A208-F1-mo,115,189,False,92.59
467,AF-A0A3Q1F967-F1-mo,115,1124,False,100.0
468,AF-A0A3Q2NPW1-F1-mo,115,300,False,92.0
469,AF-A0A1A8A208-F1-mo,115,189,False,92.59
470,AF-A0A4D9E3Z0-F1-mo,116,1120,True,100.0
471,AF-A0A8T1TAV1-F1-mo,116,310,False,96.45
472,AF-A0A4D9E3Z0-F1-mo,116,1120,False,100.0
473,AF-A0A8T1TAV1-F1-mo,116,310,False,96.45
474,AF-A0A418DDV9-F1-mo,117,1118,True,100.0
475,AF-A0A418DDV9-F1-mo,117,1118,False,100.0
476,AF-A0A5E4B9G3-F1-mo,118,348,False,93.1
477,AF-A0A6P6HMM7-F1-mo,118,1116,True,100.0
478,AF-A0A5E4B9G3-F1-mo,118,348,False,93.1
479,AF-A0A6P6HMM7-F1-mo,118,1116,False,100.0
480,AF-A0AB34GA82-F1-mo,119,1114,True,100.0
481,AF-A0AB34GA82-F1-mo,119,1114,False,100.0
482,AF-A0A2G8KG58-F1-mo,120,1112,True,100.0
483,AF-A0A2G8KG58-F1-mo,120,1112,False,100.0
484,AF-A0A0N5CXE1-F1-mo,121,1110,True,100.0
485,AF-A0A0N5CXE1-F1-mo,121,1110,False,100.0
486,AF-A0A3N0XTK6-F1-mo,122,1108,True,100.0
487,AF-A0A3N0XTK6-F1-mo,122,1108,False,100.0
488,AF-A0A1I8J2S1-F1-mo,123,1106,True,100.0
489,AF-A0A1I8J2S1-F1-mo,123,1106,False,100.0
490,AF-M3TFI1-F1-model_,124,1105,True,100.0
491,AF-M3TFI1-F1-model_,124,1105,False,100.0
492,AF-J9EW84-F1-model_,125,1104,True,100.0
493,AF-J9EW84-F1-model_,125,1104,False,100.0
494,AF-A0A401NZB4-F1-mo,126,1103,True,100.0
495,AF-A0A401NZB4-F1-mo,126,1103,False,100.0
496,AF-A0A9D4DY65-F1-mo,127,1101,True,100.0
497,AF-A0A9D4DY65-F1-mo,127,1101,False,100.0
498,AF-A0A3B0K6R0-F1-mo,128,1100,True,100.0
499,AF-A0A3B0K6R0-F1-mo,128,1100,False,100.0
500,AF-A0A8B6XZ36-F1-mo,129,1098,True,100.0
501,AF-A0A8B6XZ36-F1-mo,129,1098,False,100.0
502,AF-A0A6V7VMH3-F1-mo,130,1097,True,100.0
503,AF-A0A6V7VMH3-F1-mo,130,1097,False,100.0
504,AF-A0A6V7X4A7-F1-mo,130,272,False,96.69
505,AF-A0A453EUB4-F1-mo,131,1097,True,100.0
506,AF-A0A453EU96-F1-mo,131,276,False,100.0
507,AF-A0A453EU96-F1-mo,131,276,False,100.0
508,AF-A0A453EUB4-F1-mo,131,1097,False,100.0
509,AF-A0A0T6BCZ5-F1-mo,132,1092,True,100.0
510,AF-A0A0T6BCZ5-F1-mo,132,1092,False,100.0
511,AF-A0A1I8GQH9-F1-mo,133,1092,True,100.0
512,AF-A0A1I8GQH9-F1-mo,133,1092,False,100.0
513,AF-A0A5N3V507-F1-mo,134,1089,True,100.0
514,AF-A0A9P0P8I7-F1-mo,135,1087,True,100.0
515,AF-A0A9P0P8I7-F1-mo,135,1087,False,100.0
516,AF-W6U812-F1-model_,136,1084,True,100.0
517,AF-W6U812-F1-model_,136,1084,False,100.0
518,AF-K2NF10-F1-model_,137,1080,True,100.0
519,AF-K2NF10-F1-model_,137,1080,False,100.0
520,AF-E4YX63-F1-model_,138,1078,True,100.0
521,MGYP003568930378,138,438,False,99.77
522,MGYP003569199621,138,224,False,100.0
523,AF-E4YX63-F1-model_,138,1078,False,100.0
524,MGYP003568930378,138,438,False,99.77
525,MGYP003569199621,138,224,False,100.0
526,AF-A0A9P0Q444-F1-mo,139,1078,True,100.0
527,AF-A0A9P0MDF3-F1-mo,139,728,False,98.08
528,AF-A0A9P0Q444-F1-mo,139,1078,False,100.0
529,AF-A0A9P0MDF3-F1-mo,139,728,False,98.08
530,AF-A0AAD3N4L6-F1-mo,140,1076,True,100.0
531,AF-A0A8S4C230-F1-mo,140,203,False,93.1
532,AF-A0AAD3N4L6-F1-mo,140,1076,False,100.0
533,AF-A0A8S4C230-F1-mo,140,203,False,93.1
534,AF-A0AB34GB94-F1-mo,141,1075,True,100.0
535,AF-A0AB34GB94-F1-mo,141,1075,False,100.0
536,AF-A0A9P0KJ22-F1-mo,142,1075,True,100.0
537,AF-A0A653C3X4-F1-mo,142,375,False,93.87
538,AF-A0A9P0KJ22-F1-mo,142,1075,False,100.0
539,AF-A0A653C3X4-F1-mo,142,375,False,93.87
540,AF-A0A9Q1JA68-F1-mo,143,1069,True,100.0
541,AF-A0A9Q1JA68-F1-mo,143,1069,False,100.0
542,AF-A0A914N2I7-F1-mo,144,1069,True,100.0
543,AF-A0A914N2I7-F1-mo,144,1069,False,100.0
544,AF-A0A6J3A8I7-F1-mo,145,1068,True,100.0
545,AF-A0A6J3A8I7-F1-mo,145,1068,False,100.0
546,AF-G3NS86-F1-model_,146,1067,True,100.0
547,AF-G3NS86-F1-model_,146,1067,False,100.0
548,AF-A0A7R9CQG1-F1-mo,147,1067,True,100.0
549,AF-A0A7R8ZIG7-F1-mo,147,169,False,100.0
550,AF-A0A7R8ZIG7-F1-mo,147,169,False,100.0
551,AF-A0A7R9CQG1-F1-mo,147,1067,False,100.0
552,AF-A0A819ZSB0-F1-mo,148,1064,True,100.0
553,AF-A0A820FNY2-F1-mo,148,525,False,99.05
554,AF-A0A820FNY2-F1-mo,148,525,False,99.05
555,AF-A0A817ENN0-F1-mo,149,1063,True,100.0
556,AF-A0A817ENN0-F1-mo,149,1063,False,100.0
557,AF-A0A553R787-F1-mo,150,1062,True,100.0
558,AF-A0A553R787-F1-mo,150,1062,False,100.0
559,AF-A0AAD5RB83-F1-mo,151,1059,True,100.0
560,AF-A0AAD5RB83-F1-mo,151,1059,False,100.0
561,AF-A0AAW0NN53-F1-mo,152,1058,True,100.0
562,AF-A0AAW0NN53-F1-mo,152,1058,False,100.0
563,AF-A0AAW0IWY1-F1-mo,153,1058,True,100.0
564,AF-A0AAW0IWY1-F1-mo,153,1058,False,100.0
565,AF-A0A7G2C012-F1-mo,154,1058,True,100.0
566,AF-A0A7G2C012-F1-mo,154,1058,False,100.0
567,AF-A0A1S3HPU6-F1-mo,155,1057,True,100.0
568,AF-A0A1S3HPU6-F1-mo,155,1057,False,100.0
569,AF-A0A1I8CPI5-F1-mo,156,1056,True,100.0
570,AF-A0A1I8CPI5-F1-mo,156,1056,False,100.0
571,AF-A0AA36CH18-F1-mo,157,1056,True,100.0
572,AF-A0AA36CH18-F1-mo,157,1056,False,100.0
573,AF-A0A3P7E8S5-F1-mo,158,1055,True,100.0
574,AF-A0A3P7E8S5-F1-mo,158,1055,False,100.0
575,AF-A0AAD7TBA8-F1-mo,159,1054,True,100.0
576,AF-A0AAD7TBA8-F1-mo,159,1054,False,100.0
577,AF-A0A0V1FX62-F1-mo,160,1053,True,100.0
578,AF-A0A0V1FX62-F1-mo,160,1053,False,100.0
579,AF-A0A817PEB7-F1-mo,161,1044,True,100.0
580,AF-A0A817PEB7-F1-mo,161,1044,False,100.0
581,AF-A0A915AV10-F1-mo,162,1039,True,100.0
582,AF-A0A915AYB5-F1-mo,162,559,False,96.24
583,AF-A0A915AV10-F1-mo,162,1039,False,100.0
584,AF-A0A915AYB5-F1-mo,162,559,False,96.24
585,AF-H2YLP9-F1-model_,163,1030,True,100.0
586,AF-H2YLP9-F1-model_,163,1030,False,100.0
587,AF-A0A0C9R8R9-F1-mo,164,1028,True,100.0
588,AF-A0A0C9R8R9-F1-mo,164,1028,False,100.0
589,AF-A0A1S3QF89-F1-mo,165,1028,True,100.0
590,AF-A0A1S3QF89-F1-mo,165,1028,False,100.0
591,AF-A0A2G8LNX9-F1-mo,166,1027,True,100.0
592,AF-A0A2G8LNX9-F1-mo,166,1027,False,100.0
593,AF-A0A915ALY6-F1-mo,167,1027,True,100.0
594,AF-A0A915ALY6-F1-mo,167,1027,False,100.0
595,AF-A0AAV4T1Y6-F1-mo,168,1026,True,100.0
596,AF-A0AAV4T1Y6-F1-mo,168,1026,False,100.0
597,AF-A0AAD9BN81-F1-mo,169,1024,True,100.0
598,AF-A0AAD9BN81-F1-mo,169,1024,False,100.0
599,AF-A0A0N4WCJ0-F1-mo,170,1020,True,100.0
600,AF-A0A0N4WCJ0-F1-mo,170,1020,False,100.0
601,AF-A0A914MN15-F1-mo,171,1019,True,100.0
602,AF-A0A914MN15-F1-mo,171,1019,False,100.0
603,AF-A0A8S2R756-F1-mo,172,1019,True,100.0
604,AF-A0A8S2R756-F1-mo,172,1019,False,100.0
605,AF-A0A0S7F270-F1-mo,173,1018,True,100.0
606,AF-A0A0S7F5P9-F1-mo,173,736,False,99.05
607,AF-A0A0S7F6J6-F1-mo,173,885,False,100.0
608,AF-A0A0S7F7Z0-F1-mo,173,518,False,99.61
609,AF-A0A0S7F270-F1-mo,173,1018,False,100.0
610,AF-A0A0S7F7Z0-F1-mo,173,518,False,99.61
611,AF-A0A0S7F5P9-F1-mo,173,736,False,99.05
612,AF-A0A0S7F6J6-F1-mo,173,885,False,100.0
613,AF-A0ABD0Y9M7-F1-mo,174,1018,True,100.0
614,AF-A0ABD0Y9M7-F1-mo,174,1018,False,100.0
615,AF-A0A7R9I936-F1-mo,175,1015,True,100.0
616,AF-A0A7R9I936-F1-mo,175,1015,False,100.0
617,AF-A0A815HH47-F1-mo,176,1014,True,100.0
618,AF-A0A815HH47-F1-mo,176,1014,False,100.0
619,AF-A0A836CXX6-F1-mo,177,1014,True,100.0
620,AF-A0A2H8TD61-F1-mo,178,1012,True,100.0
621,AF-A0A2H8TD61-F1-mo,178,1012,False,100.0
622,AF-A0A9N9MSI1-F1-mo,179,1005,True,100.0
623,AF-A0A9N9MSI1-F1-mo,179,1005,False,100.0
624,AF-A0A0D6MDC8-F1-mo,180,1004,True,100.0
625,AF-A0A368GKN0-F1-mo,180,553,False,90.6
626,AF-A0A0D6MDC8-F1-mo,180,1004,False,100.0
627,AF-A0A368GKN0-F1-mo,180,553,False,90.6
628,AF-A0A817GSN5-F1-mo,181,1004,True,100.0
629,AF-A0A817GSN5-F1-mo,181,1004,False,100.0
630,AF-A0A0V0ZU08-F1-mo,182,1002,True,100.0
631,AF-A0A0V0ZU08-F1-mo,182,1002,False,100.0
632,AF-A0A9J2Q5G7-F1-mo,183,1000,True,100.0
633,AF-A0A9J2Q5G7-F1-mo,183,1000,False,100.0
634,AF-A0A812U4U4-F1-mo,184,1000,True,100.0
635,AF-A0A812U4U4-F1-mo,184,1000,False,100.0
636,AF-A0A5J4W070-F1-mo,185,999,True,100.0
637,AF-A0A5J4W070-F1-mo,185,999,False,100.0
638,AF-A0A915KAT0-F1-mo,186,998,True,100.0
639,AF-A0A915KAT0-F1-mo,186,998,False,100.0
640,AF-A0A672R5R8-F1-mo,187,996,True,100.0
641,AF-A0A672R5R8-F1-mo,187,996,False,100.0
642,AF-V3ZF50-F1-model_,188,996,True,100.0
643,AF-V3ZF50-F1-model_,188,996,False,100.0
644,AF-A0A7J5YJ68-F1-mo,189,996,True,100.0
645,AF-A0A7J5YJ68-F1-mo,189,996,False,100.0
646,AF-Q9H5I5-3-F1-mode,190,709,False,91.54
647,AF-Q9H5I5-3-F1-mode,190,709,False,91.54
648,AF-A6IXL9-F1-model_,190,994,True,100.0
649,AF-A0A2K6FQ77-F1-mo,190,709,False,93.09
650,AF-Q9H5I5-3-F1-mode,190,709,False,91.54
651,AF-Q9H5I5-3-F1-mode,190,709,False,91.54
652,AF-A6IXL9-F1-model_,190,994,False,100.0
653,AF-A0A2K6FQ77-F1-mo,190,709,False,93.09
654,AF-A0A1A7X1H1-F1-mo,191,994,True,100.0
655,AF-A0A1A7Z6L6-F1-mo,191,170,False,99.41
656,AF-A0A1A7X1H1-F1-mo,191,994,False,100.0
657,AF-A0A1A7Z6L6-F1-mo,191,170,False,99.41
658,AF-A0A7S3VUF6-F1-mo,192,993,True,100.0
659,AF-A0A6G1RNA9-F1-mo,193,992,True,100.0
660,AF-A0A6G1RNA9-F1-mo,193,992,False,100.0
661,AF-A0A813RPE4-F1-mo,194,992,True,100.0
662,AF-A0A813RPE4-F1-mo,194,992,False,100.0
663,AF-A0A4Z2BWV0-F1-mo,195,991,True,100.0
664,AF-A0A4Z2BWV0-F1-mo,195,991,False,100.0
665,AF-A0A914LGH4-F1-mo,196,990,True,100.0
666,AF-A0A914LGH4-F1-mo,196,990,False,100.0
667,AF-A0A8S2PEM8-F1-mo,197,988,True,100.0
668,AF-A0A8S2PEM8-F1-mo,197,988,False,100.0
669,AF-A0A3P7U3X9-F1-mo,198,988,True,100.0
670,AF-A0A3P7U3X9-F1-mo,198,988,False,100.0
671,AF-A0A7S3IKS3-F1-mo,199,988,True,100.0
672,AF-A0A7S3IKS3-F1-mo,199,988,False,100.0
673,AF-A0A6S7I9M5-F1-mo,200,987,True,100.0
674,AF-A0A6S7I9M5-F1-mo,200,987,False,100.0
675,AF-A0A397EUN1-F1-mo,201,986,True,100.0
676,AF-A0A396ZVD2-F1-mo,201,566,False,99.29
677,AF-A0A6A4ZWF6-F1-mo,201,585,False,91.97
678,AF-A0A396ZVD2-F1-mo,201,566,False,99.29
679,AF-A0A397EUN1-F1-mo,201,986,False,100.0
680,AF-A0A7E4ZUG3-F1-mo,202,984,True,100.0
681,AF-A0A7E4ZUG3-F1-mo,202,984,False,100.0
682,AF-J9ER22-F1-model_,203,983,True,100.0
683,AF-J9ER22-F1-model_,203,983,False,100.0
684,AF-A0AAV3ANW8-F1-mo,204,982,True,100.0
685,AF-A0AAV3ANW8-F1-mo,204,982,False,100.0
686,AF-A0A401SAX8-F1-mo,205,975,True,100.0
687,AF-A0A401SAX8-F1-mo,205,975,False,100.0
688,AF-A0A158QCP8-F1-mo,206,975,True,100.0
689,AF-A0A158QCP8-F1-mo,206,975,False,100.0
690,AF-A0A183K0Y5-F1-mo,207,974,True,100.0
691,AF-A0A183K0Y5-F1-mo,207,974,False,100.0
692,AF-A0A498LN81-F1-mo,208,971,True,100.0
693,AF-A0A498LN81-F1-mo,208,971,False,100.0
694,AF-A0A8R7TVF6-F1-mo,209,971,True,100.0
695,AF-A0A8R7TVF6-F1-mo,209,971,False,100.0
696,AF-A0AAD4N178-F1-mo,210,970,True,100.0
697,AF-A0AAD4N178-F1-mo,210,970,False,100.0
698,AF-A0A821N2H6-F1-mo,211,968,True,100.0
699,AF-A0A8S3E9Y4-F1-mo,211,340,False,96.76
700,AF-A0A821N2H6-F1-mo,211,968,False,100.0
701,AF-A0A8S3E9Y4-F1-mo,211,340,False,96.76
702,AF-A0A4W5RTC8-F1-mo,212,967,True,100.0
703,AF-A0A4W5RKX1-F1-mo,212,301,False,91.36
704,AF-A0A4W5RTC8-F1-mo,212,967,False,100.0
705,AF-A0A4W5RKX1-F1-mo,212,301,False,91.36
706,AF-A0A1I8ILG3-F1-mo,213,965,True,100.0
707,AF-A0A1I8ILG3-F1-mo,213,965,False,100.0
708,AF-A0A8D8I353-F1-mo,214,964,True,100.0
709,AF-A0A8D8I353-F1-mo,214,964,False,100.0
710,AF-A0A7S0IES8-F1-mo,215,962,True,100.0
711,AF-A0A7S0IES8-F1-mo,215,962,False,100.0
712,AF-A0A0A1U2R3-F1-mo,216,959,True,100.0
713,AF-A0A0A1U2R3-F1-mo,216,959,False,100.0
714,AF-A0A2N9H8X9-F1-mo,217,959,True,100.0
715,AF-A0A2N9H8X9-F1-mo,217,959,False,100.0
716,AF-A0A444UXD5-F1-mo,218,958,True,100.0
717,AF-A0A444UXD5-F1-mo,218,958,False,100.0
718,AF-A0A4Z2C651-F1-mo,219,956,True,100.0
719,AF-A0A4Z2C651-F1-mo,219,956,False,100.0
720,AF-A0A087T591-F1-mo,220,956,True,100.0
721,AF-A0A087T591-F1-mo,220,956,False,100.0
722,AF-A0A0R3QQZ3-F1-mo,221,956,True,100.0
723,AF-A0AAF3EMF3-F1-mo,222,955,True,100.0
724,AF-A0AAF3EMF3-F1-mo,222,955,False,100.0
725,AF-A0AAV4H0F6-F1-mo,223,952,True,100.0
726,AF-A0AAV4H0F6-F1-mo,223,952,False,100.0
727,AF-A0A6V7MAV2-F1-mo,224,950,True,100.0
728,AF-A0A6V7MAV2-F1-mo,224,950,False,100.0
729,AF-A0AA36C590-F1-mo,225,949,True,100.0
730,AF-A0AA36C590-F1-mo,225,949,False,100.0
731,AF-A0A553QNW5-F1-mo,226,945,True,100.0
732,AF-A0A553QNW5-F1-mo,226,945,False,100.0
733,AF-A0A8S2MGE7-F1-mo,227,945,True,100.0
734,AF-A0A8S2MGE7-F1-mo,227,945,False,100.0
735,AF-A0A0V0VEE4-F1-mo,228,942,True,100.0
736,AF-A0A0V0VEE4-F1-mo,228,942,False,100.0
737,AF-A0AAD3R0R7-F1-mo,229,938,True,100.0
738,AF-A0AAD3R0R7-F1-mo,229,938,False,100.0
739,AF-A0A224YFY0-F1-mo,230,930,True,100.0
740,AF-A0A023FJY0-F1-mo,230,489,False,95.71
741,AF-A0A023FXT1-F1-mo,230,233,False,95.71
742,AF-A0A224YFY0-F1-mo,230,930,False,100.0
743,AF-A0A023FJY0-F1-mo,230,489,False,95.71
744,AF-A0A023FXT1-F1-mo,230,233,False,95.71
745,AF-A0A7S0KAW6-F1-mo,231,930,True,100.0
746,AF-A0A7S0KAW6-F1-mo,231,930,False,100.0
747,AF-A0A0P4W477-F1-mo,232,928,True,100.0
748,AF-A0A0P4W477-F1-mo,232,928,False,100.0
749,AF-A0AAW2YN02-F1-mo,233,926,True,100.0
750,AF-A0AAW2YN02-F1-mo,233,926,False,100.0
751,AF-A0AAE0WCQ3-F1-mo,234,925,True,100.0
752,AF-A0AAE0WCQ3-F1-mo,234,925,False,100.0
753,AF-A0AAD4YFY2-F1-mo,235,925,True,100.0
754,AF-A0AAD4YFY2-F1-mo,235,925,False,100.0
755,AF-A0A817HKZ7-F1-mo,236,919,True,100.0
756,AF-A0A817HKZ7-F1-mo,236,919,False,100.0
757,AF-A0AAD7ZEB1-F1-mo,237,918,True,100.0
758,AF-A0AAD7ZEB1-F1-mo,237,918,False,100.0
759,3jac-assembly1_C,238,918,True,100.0
760,3jac-assembly1_C,238,918,False,100.0
761,AF-A0A812MT74-F1-mo,239,917,True,100.0
762,AF-A0A812MT74-F1-mo,239,917,False,100.0
763,AF-A0A6V7M8E3-F1-mo,240,915,True,100.0
764,AF-A0A6V7M8E3-F1-mo,240,915,False,100.0
765,AF-A0A7S0DLL3-F1-mo,241,914,True,100.0
766,AF-A0A7S0DLL3-F1-mo,241,914,False,100.0
767,AF-A0A2J7R0H1-F1-mo,242,913,True,100.0
768,AF-A0A2J7R0H1-F1-mo,242,913,False,100.0
769,AF-A0A401T3H2-F1-mo,243,912,True,100.0
770,AF-A0A401T3H2-F1-mo,243,912,False,100.0
771,AF-A0A1S3QUK8-F1-mo,244,912,True,100.0
772,AF-A0A1S3QUK8-F1-mo,244,912,False,100.0
773,AF-W8BRJ7-F1-model_,245,911,True,100.0
774,AF-W8BRJ7-F1-model_,245,911,False,100.0
775,AF-A0A8J2Q803-F1-mo,246,909,True,100.0
776,AF-A0A8J2Q803-F1-mo,246,909,False,100.0
777,AF-A0A813B2L5-F1-mo,247,908,True,100.0
778,AF-A0A813B2L5-F1-mo,247,908,False,100.0
779,AF-A0A817EAU4-F1-mo,248,905,True,100.0
780,AF-A0A817EAU4-F1-mo,248,905,False,100.0
781,AF-A0A915E435-F1-mo,249,905,True,100.0
782,AF-A0A915E435-F1-mo,249,905,False,100.0
783,AF-A0A6G1RCQ3-F1-mo,250,902,True,100.0
784,AF-A0A8D2NFD0-F1-mo,250,453,False,97.13
785,AF-A0A7L1MY52-F1-mo,250,215,False,97.21
786,AF-A0A7L3Y0H1-F1-mo,250,189,False,91.01
787,AF-A0A7L3JCD6-F1-mo,250,166,False,98.8
788,AF-A0A8D2NFD0-F1-mo,250,453,False,97.13
789,AF-A0A6G1RCQ3-F1-mo,250,902,False,100.0
790,AF-A0A7L1MY52-F1-mo,250,215,False,97.21
791,AF-A0A7L3JCD6-F1-mo,250,166,False,98.8
792,AF-A0A7L3Y0H1-F1-mo,250,189,False,91.01
793,AF-A0A8J2M1T6-F1-mo,251,902,True,100.0
794,AF-A0A8J2M1T6-F1-mo,251,902,False,100.0
795,AF-A0A7S3Z6Q1-F1-mo,252,901,True,100.0
796,AF-A0A7S3Z6Q1-F1-mo,252,901,False,100.0
797,AF-A0A6B2KXL2-F1-mo,253,900,True,100.0
798,AF-A0A6B2KXL2-F1-mo,253,900,False,100.0
799,6bpz-assembly1_A,254,900,True,100.0
800,6bpz-assembly1_A,254,900,False,100.0
801,AF-A0A653DWX2-F1-mo,255,899,True,100.0
802,AF-A0A653DWX2-F1-mo,255,899,False,100.0
803,AF-A0A8C4R4T6-F1-mo,256,898,True,100.0
804,AF-A0A8C4R4T6-F1-mo,256,898,False,100.0
805,AF-A0A819E9B9-F1-mo,257,897,True,100.0
806,AF-A0A819E9B9-F1-mo,257,897,False,100.0
807,AF-A0A0G4ITY9-F1-mo,258,566,False,99.47
808,AF-A0A3P3YLB6-F1-mo,258,897,True,100.0
809,AF-A0A0G4ITY9-F1-mo,258,566,False,99.47
810,AF-A0A3P3YLB6-F1-mo,258,897,False,100.0
811,AF-A0A183T6D2-F1-mo,259,893,True,100.0
812,AF-Q4RWW2-F1-model_,260,892,True,100.0
813,AF-Q4RWW2-F1-model_,260,892,False,100.0
814,AF-N6U9E7-F1-model_,261,890,True,100.0
815,AF-N6U9E7-F1-model_,261,890,False,100.0
816,AF-A0A817EMZ3-F1-mo,262,889,True,100.0
817,AF-A0A817EMZ3-F1-mo,262,889,False,100.0
818,AF-A0A8X6UBH9-F1-mo,263,886,True,100.0
819,AF-A0A8X6UBH9-F1-mo,263,886,False,100.0
820,AF-A0A7R9AWQ2-F1-mo,264,886,True,100.0
821,AF-A0A7R9AWQ2-F1-mo,264,886,False,100.0
822,AF-A0AAV2APG7-F1-mo,265,885,True,100.0
823,AF-A0A4Y2T224-F1-mo,265,362,False,93.37
824,AF-A0A4Y2T224-F1-mo,265,362,False,93.37
825,AF-A0AAV2APG7-F1-mo,265,885,False,100.0
826,AF-A0A9D3LZ23-F1-mo,266,884,True,100.0
827,AF-A0A9D3LZ23-F1-mo,266,884,False,100.0
828,AF-A0AAV2APD1-F1-mo,267,882,True,100.0
829,AF-A0AAV2APD1-F1-mo,267,882,False,100.0
830,AF-A0A7R9F909-F1-mo,268,881,True,100.0
831,AF-A0A7R9F909-F1-mo,268,881,False,100.0
832,AF-A0A812CG58-F1-mo,269,877,True,100.0
833,AF-A0A812CG58-F1-mo,269,877,False,100.0
834,AF-A0A914GN85-F1-mo,270,876,True,100.0
835,AF-A0A914GN85-F1-mo,270,876,False,100.0
836,AF-A0A060WVG4-F1-mo,271,872,True,100.0
837,AF-A0A060WVG4-F1-mo,271,872,False,100.0
838,AF-A0A915E1L6-F1-mo,272,870,True,100.0
839,AF-A0A915E1L6-F1-mo,272,870,False,100.0
840,A0A1L3KKV6_2,273,868,True,100.0
841,AF-A0A7S1JBW4-F1-mo,274,866,True,100.0
842,AF-A0A0P8XZA1-F1-mo,275,865,True,100.0
843,AF-A0A0P8XZA1-F1-mo,275,865,False,100.0
844,AF-A0A182G146-F1-mo,276,863,True,100.0
845,AF-A0A182G146-F1-mo,276,863,False,100.0
846,AF-A0A1E1IU37-F1-mo,277,860,True,100.0
847,AF-A0A1E1IU37-F1-mo,277,860,False,100.0
848,AF-G0NWW3-F1-model_,278,860,True,100.0
849,AF-G0NWW3-F1-model_,278,860,False,100.0
850,AF-A0A314UCB2-F1-mo,279,860,True,100.0
851,AF-A0A314UCB2-F1-mo,279,860,False,100.0
852,AF-A0A9X8DKL7-F1-mo,280,859,True,100.0
853,AF-A0AAW1V3U4-F1-mo,281,858,True,100.0
854,AF-A0AAW1V3U4-F1-mo,281,858,False,100.0
855,AF-A0AAW1BSN8-F1-mo,282,858,True,100.0
856,AF-A0AAW1BSN8-F1-mo,282,858,False,100.0
857,AF-A0AAW2YSQ4-F1-mo,283,857,True,100.0
858,AF-A0AAW2YSQ4-F1-mo,283,857,False,100.0
859,AF-A0A0C2GXU0-F1-mo,284,852,True,100.0
860,AF-A0A0C2GXU0-F1-mo,284,852,False,100.0
861,AF-A0A914QQ89-F1-mo,285,851,True,100.0
862,AF-A0A914QQ89-F1-mo,285,851,False,100.0
863,AF-A0A1I8CWF5-F1-mo,286,851,True,100.0
864,AF-A0A1I8CWF5-F1-mo,286,851,False,100.0
865,AF-A0AAV2JTX8-F1-mo,287,851,True,100.0
866,AF-A0AAV2JTX8-F1-mo,287,851,False,100.0
867,AF-A0A1S3M1P2-F1-mo,288,850,True,100.0
868,AF-A0A1S3QKY6-F1-mo,288,197,False,93.4
869,AF-A0A1S3M1P2-F1-mo,288,850,False,100.0
870,AF-A0A1S3QKY6-F1-mo,288,197,False,93.4
871,AF-A0A5J4XG18-F1-mo,289,845,True,100.0
872,AF-E3NQL2-F1-model_,290,844,True,100.0
873,AF-E3NQL2-F1-model_,290,844,False,100.0
874,AF-A0AA36HJN2-F1-mo,291,844,True,100.0
875,AF-A0AA36HJN2-F1-mo,291,844,False,100.0
876,AF-A0A653DFQ5-F1-mo,292,843,True,100.0
877,AF-A0A653DFQ5-F1-mo,292,843,False,100.0
878,AF-A0A2H1WK71-F1-mo,293,842,True,100.0
879,AF-A0A2H1WK71-F1-mo,293,842,False,100.0
880,AF-A0A8S2QNQ3-F1-mo,294,840,True,100.0
881,AF-A0A8S2QNQ3-F1-mo,294,840,False,100.0
882,AF-A0A0L7KQS8-F1-mo,295,840,True,100.0
883,AF-A0A0L7KQS8-F1-mo,295,840,False,100.0
884,AF-A0A0D2JHL8-F1-mo,296,839,True,100.0
885,AF-A0A7S0DDN7-F1-mo,297,837,True,100.0
886,AF-A0A7S0DDN7-F1-mo,297,837,False,100.0
887,AF-A0A820JUF7-F1-mo,298,836,True,100.0
888,AF-A0A7S3SFH2-F1-mo,299,836,True,100.0
889,AF-A0A7R9KTM4-F1-mo,300,832,True,100.0
890,AF-A0A7R9KTM4-F1-mo,300,832,False,100.0
891,AF-A0ABD0WTF1-F1-mo,301,832,True,100.0
892,AF-A0ABD0WTF1-F1-mo,301,832,False,100.0
893,AF-A0AAR5PGD9-F1-mo,302,831,True,100.0
894,AF-A0AAR5PGD9-F1-mo,302,831,False,100.0
895,AF-A0AAW2SHB8-F1-mo,303,831,True,100.0
896,AF-A0AAW2SHB8-F1-mo,303,831,False,100.0
